run_name,family,config_label,rank,subset_k,subset_k_tail,layer,positions,top1_agreement,top10_overlap
lora_subset_head_is_r4_k512_tail512,lora_head_is,LoRA head+IS r4 512+512,4,512,512,8,131072,0.6158218383789062,0.5803245659917593
lora_subset_head_is_r4_k512_tail512,lora_head_is,LoRA head+IS r4 512+512,4,512,512,9,131072,0.6658477783203125,0.6306495745666325
lora_subset_head_is_r4_k512_tail512,lora_head_is,LoRA head+IS r4 512+512,4,512,512,10,131072,0.7334747314453125,0.6942337150685489
lora_subset_head_is_r4_k512_tail512,lora_head_is,LoRA head+IS r4 512+512,4,512,512,11,131072,0.793182373046875,0.7448227065615356
lora_subset_head_is_r4_k512_tail1024,lora_head_is,LoRA head+IS r4 512+1024,4,512,1024,0,131072,0.36185455322265625,0.47126236581243575
lora_subset_head_is_r4_k512_tail1024,lora_head_is,LoRA head+IS r4 512+1024,4,512,1024,1,131072,0.428802490234375,0.47473831893876195
lora_subset_head_is_r4_k512_tail1024,lora_head_is,LoRA head+IS r4 512+1024,4,512,1024,2,131072,0.4326171875,0.4746643116232008
lora_subset_head_is_r4_k512_tail1024,lora_head_is,LoRA head+IS r4 512+1024,4,512,1024,3,131072,0.4259033203125,0.4801757850218564
lora_subset_head_is_r4_k512_tail1024,lora_head_is,LoRA head+IS r4 512+1024,4,512,1024,4,131072,0.42914581298828125,0.47656021756120026
lora_subset_head_is_r4_k512_tail1024,lora_head_is,LoRA head+IS r4 512+1024,4,512,1024,5,131072,0.4349822998046875,0.48207397875376046
lora_subset_head_is_r4_k512_tail1024,lora_head_is,LoRA head+IS r4 512+1024,4,512,1024,6,131072,0.47339630126953125,0.49476242694072425
lora_subset_head_is_r4_k512_tail1024,lora_head_is,LoRA head+IS r4 512+1024,4,512,1024,7,131072,0.5147171020507812,0.523319250671193
lora_subset_head_is_r4_k512_tail1024,lora_head_is,LoRA head+IS r4 512+1024,4,512,1024,8,131072,0.6178207397460938,0.582981880987063
lora_subset_head_is_r4_k512_tail1024,lora_head_is,LoRA head+IS r4 512+1024,4,512,1024,9,131072,0.6700592041015625,0.6334175164811313
lora_subset_head_is_r4_k512_tail1024,lora_head_is,LoRA head+IS r4 512+1024,4,512,1024,10,131072,0.7393798828125,0.6993301482871175
lora_subset_head_is_r4_k512_tail1024,lora_head_is,LoRA head+IS r4 512+1024,4,512,1024,11,131072,0.8000335693359375,0.749189767986536
lora_subset_head_is_r4_k768_tail768,lora_head_is,LoRA head+IS r4 768+768,4,768,768,0,131072,0.34889984130859375,0.46817398455459625
lora_subset_head_is_r4_k768_tail768,lora_head_is,LoRA head+IS r4 768+768,4,768,768,1,131072,0.4160003662109375,0.4684890788048506
lora_subset_head_is_r4_k768_tail768,lora_head_is,LoRA head+IS r4 768+768,4,768,768,2,131072,0.42063140869140625,0.4699592657852918
lora_subset_head_is_r4_k768_tail768,lora_head_is,LoRA head+IS r4 768+768,4,768,768,3,131072,0.416717529296875,0.47578354738652706
lora_subset_head_is_r4_k768_tail768,lora_head_is,LoRA head+IS r4 768+768,4,768,768,4,131072,0.42350006103515625,0.4751007144805044
lora_subset_head_is_r4_k768_tail768,lora_head_is,LoRA head+IS r4 768+768,4,768,768,5,131072,0.4398651123046875,0.48654480604454875
lora_subset_head_is_r4_k768_tail768,lora_head_is,LoRA head+IS r4 768+768,4,768,768,6,131072,0.46733856201171875,0.4881042540073395
lora_subset_head_is_r4_k768_tail768,lora_head_is,LoRA head+IS r4 768+768,4,768,768,7,131072,0.5081405639648438,0.5202018779236823
lora_subset_head_is_r4_k768_tail768,lora_head_is,LoRA head+IS r4 768+768,4,768,768,8,131072,0.6129074096679688,0.5794227712322026
lora_subset_head_is_r4_k768_tail768,lora_head_is,LoRA head+IS r4 768+768,4,768,768,9,131072,0.6668014526367188,0.6332557764835656
lora_subset_head_is_r4_k768_tail768,lora_head_is,LoRA head+IS r4 768+768,4,768,768,10,131072,0.7377853393554688,0.6980033968575299
lora_subset_head_is_r4_k768_tail768,lora_head_is,LoRA head+IS r4 768+768,4,768,768,11,131072,0.801055908203125,0.7503082407638431
lora_subset_head_is_r4_k1024_tail512,lora_head_is,LoRA head+IS r4 1024+512,4,1024,512,0,131072,0.37837982177734375,0.46584396820981055
lora_subset_head_is_r4_k1024_tail512,lora_head_is,LoRA head+IS r4 1024+512,4,1024,512,1,131072,0.42440032958984375,0.4755485604982823
lora_subset_head_is_r4_k1024_tail512,lora_head_is,LoRA head+IS r4 1024+512,4,1024,512,2,131072,0.4249267578125,0.47563172061927617
lora_subset_head_is_r4_k1024_tail512,lora_head_is,LoRA head+IS r4 1024+512,4,1024,512,3,131072,0.41597747802734375,0.4780464235227555
lora_subset_head_is_r4_k1024_tail512,lora_head_is,LoRA head+IS r4 1024+512,4,1024,512,4,131072,0.415771484375,0.4758552599232644
lora_subset_head_is_r4_k1024_tail512,lora_head_is,LoRA head+IS r4 1024+512,4,1024,512,5,131072,0.43297576904296875,0.48243561084382236
lora_subset_head_is_r4_k1024_tail512,lora_head_is,LoRA head+IS r4 1024+512,4,1024,512,6,131072,0.46869659423828125,0.4943611219059676
lora_subset_head_is_r4_k1024_tail512,lora_head_is,LoRA head+IS r4 1024+512,4,1024,512,7,131072,0.5090255737304688,0.5197944715619087
lora_subset_head_is_r4_k1024_tail512,lora_head_is,LoRA head+IS r4 1024+512,4,1024,512,8,131072,0.6124496459960938,0.5823028648737818
lora_subset_head_is_r4_k1024_tail512,lora_head_is,LoRA head+IS r4 1024+512,4,1024,512,9,131072,0.6680068969726562,0.6350769125856459
lora_subset_head_is_r4_k1024_tail512,lora_head_is,LoRA head+IS r4 1024+512,4,1024,512,10,131072,0.7423858642578125,0.7063614018261433
lora_subset_head_is_r4_k1024_tail512,lora_head_is,LoRA head+IS r4 1024+512,4,1024,512,11,131072,0.80615234375,0.7577186711132526
lora_subset_head_is_r4_k1024_tail1024,lora_head_is,LoRA head+IS r4 1024+1024,4,1024,1024,0,131072,0.3786773681640625,0.4792770459316671
lora_subset_head_is_r4_k1024_tail1024,lora_head_is,LoRA head+IS r4 1024+1024,4,1024,1024,1,131072,0.4275970458984375,0.46656647231429815
lora_subset_head_is_r4_k1024_tail1024,lora_head_is,LoRA head+IS r4 1024+1024,4,1024,1024,2,131072,0.4321441650390625,0.4662345959804952
lora_subset_head_is_r4_k1024_tail1024,lora_head_is,LoRA head+IS r4 1024+1024,4,1024,1024,3,131072,0.42536163330078125,0.47089157393202186
lora_subset_head_is_r4_k1024_tail1024,lora_head_is,LoRA head+IS r4 1024+1024,4,1024,1024,4,131072,0.42096710205078125,0.4659248401876539
lora_subset_head_is_r4_k1024_tail1024,lora_head_is,LoRA head+IS r4 1024+1024,4,1024,1024,5,131072,0.43665313720703125,0.47200623294338584
lora_subset_head_is_r4_k1024_tail1024,lora_head_is,LoRA head+IS r4 1024+1024,4,1024,1024,6,131072,0.46692657470703125,0.4887809806969017
lora_subset_head_is_r4_k1024_tail1024,lora_head_is,LoRA head+IS r4 1024+1024,4,1024,1024,7,131072,0.5086669921875,0.5149498055689037
lora_subset_head_is_r4_k1024_tail1024,lora_head_is,LoRA head+IS r4 1024+1024,4,1024,1024,8,131072,0.60797119140625,0.5742340171709657
lora_subset_head_is_r4_k1024_tail1024,lora_head_is,LoRA head+IS r4 1024+1024,4,1024,1024,9,131072,0.6641921997070312,0.6263328650966287
lora_subset_head_is_r4_k1024_tail1024,lora_head_is,LoRA head+IS r4 1024+1024,4,1024,1024,10,131072,0.7379531860351562,0.6966774095781147
lora_subset_head_is_r4_k1024_tail1024,lora_head_is,LoRA head+IS r4 1024+1024,4,1024,1024,11,131072,0.79925537109375,0.7524330229498446
lora_kl_r8,lora_full,LoRA full-KL r8,8,,,0,131072,0.3972320556640625,0.48335572180803865
lora_kl_r8,lora_full,LoRA full-KL r8,8,,,1,131072,0.46209716796875,0.5176261926535517
lora_kl_r8,lora_full,LoRA full-KL r8,8,,,2,131072,0.47599029541015625,0.5250892725307494
lora_kl_r8,lora_full,LoRA full-KL r8,8,,,3,131072,0.466461181640625,0.5269447371829301
lora_kl_r8,lora_full,LoRA full-KL r8,8,,,4,131072,0.4698486328125,0.5266571121755987
lora_kl_r8,lora_full,LoRA full-KL r8,8,,,5,131072,0.47258758544921875,0.5314163235016167
lora_kl_r8,lora_full,LoRA full-KL r8,8,,,6,131072,0.51568603515625,0.5414497428573668
lora_kl_r8,lora_full,LoRA full-KL r8,8,,,7,131072,0.55694580078125,0.5630210957024246
lora_kl_r8,lora_full,LoRA full-KL r8,8,,,8,131072,0.6616744995117188,0.6260742228478193
lora_kl_r8,lora_full,LoRA full-KL r8,8,,,9,131072,0.7115707397460938,0.6793891992419958
lora_kl_r8,lora_full,LoRA full-KL r8,8,,,10,131072,0.7921218872070312,0.7609916795045137
lora_kl_r8,lora_full,LoRA full-KL r8,8,,,11,131072,0.8593902587890625,0.8290855619125068
lora_subset_topk_r8_k256,lora_topk,LoRA top-k r8 k256,8,256,,0,131072,0.0005950927734375,0.0007568359513925316
lora_subset_topk_r8_k256,lora_topk,LoRA top-k r8 k256,8,256,,1,131072,0.3111419677734375,0.28327026905026287
lora_subset_topk_r8_k256,lora_topk,LoRA top-k r8 k256,8,256,,2,131072,0.35639190673828125,0.3243721084436402
lora_subset_topk_r8_k256,lora_topk,LoRA top-k r8 k256,8,256,,3,131072,0.396514892578125,0.37911682669073343
lora_subset_topk_r8_k256,lora_topk,LoRA top-k r8 k256,8,256,,4,131072,0.40183258056640625,0.4106422474142164
lora_subset_topk_r8_k256,lora_topk,LoRA top-k r8 k256,8,256,,5,131072,0.42235565185546875,0.4225875905249268
lora_subset_topk_r8_k256,lora_topk,LoRA top-k r8 k256,8,256,,6,131072,0.4806060791015625,0.47479095845483243
lora_subset_topk_r8_k256,lora_topk,LoRA top-k r8 k256,8,256,,7,131072,0.5315475463867188,0.5161994972731918
lora_subset_topk_r8_k256,lora_topk,LoRA top-k r8 k256,8,256,,8,131072,0.647918701171875,0.595794684253633
lora_subset_topk_r8_k256,lora_topk,LoRA top-k r8 k256,8,256,,9,131072,0.705230712890625,0.6602745177224278
lora_subset_topk_r8_k256,lora_topk,LoRA top-k r8 k256,8,256,,10,131072,0.794189453125,0.7558479448780417
lora_subset_topk_r8_k256,lora_topk,LoRA top-k r8 k256,8,256,,11,131072,0.8599929809570312,0.824852772988379
lora_subset_topk_r8_k512,lora_topk,LoRA top-k r8 k512,8,512,,0,131072,0.01090240478515625,0.01598510772237205
lora_subset_topk_r8_k512,lora_topk,LoRA top-k r8 k512,8,512,,1,131072,0.3860626220703125,0.37572937621735036
lora_subset_topk_r8_k512,lora_topk,LoRA top-k r8 k512,8,512,,2,131072,0.415924072265625,0.4040687629021704
lora_subset_topk_r8_k512,lora_topk,LoRA top-k r8 k512,8,512,,3,131072,0.43540191650390625,0.43749618995934725
lora_subset_topk_r8_k512,lora_topk,LoRA top-k r8 k512,8,512,,4,131072,0.4399566650390625,0.4596778894774616
lora_subset_topk_r8_k512,lora_topk,LoRA top-k r8 k512,8,512,,5,131072,0.45561981201171875,0.4800903396680951
lora_subset_topk_r8_k512,lora_topk,LoRA top-k r8 k512,8,512,,6,131072,0.5060348510742188,0.5054054369684309
lora_subset_topk_r8_k512,lora_topk,LoRA top-k r8 k512,8,512,,7,131072,0.5536651611328125,0.5400695854332298
lora_subset_topk_r8_k512,lora_topk,LoRA top-k r8 k512,8,512,,8,131072,0.6624069213867188,0.6134277395904064
lora_subset_topk_r8_k512,lora_topk,LoRA top-k r8 k512,8,512,,9,131072,0.7154769897460938,0.6717392024584115
lora_subset_topk_r8_k512,lora_topk,LoRA top-k r8 k512,8,512,,10,131072,0.7970962524414062,0.7589569259434938
lora_subset_topk_r8_k512,lora_topk,LoRA top-k r8 k512,8,512,,11,131072,0.864105224609375,0.8313629361800849
lora_subset_topk_r8_k768,lora_topk,LoRA top-k r8 k768,8,768,,0,131072,0.09900665283203125,0.06426086544524878
lora_subset_topk_r8_k768,lora_topk,LoRA top-k r8 k768,8,768,,1,131072,0.3834686279296875,0.3805152936838567
lora_subset_topk_r8_k768,lora_topk,LoRA top-k r8 k768,8,768,,2,131072,0.426483154296875,0.4256782582961023
lora_subset_topk_r8_k768,lora_topk,LoRA top-k r8 k768,8,768,,3,131072,0.4377899169921875,0.4505432185251266
lora_subset_topk_r8_k768,lora_topk,LoRA top-k r8 k768,8,768,,4,131072,0.4444732666015625,0.46812973637133837
lora_subset_topk_r8_k768,lora_topk,LoRA top-k r8 k768,8,768,,5,131072,0.4548797607421875,0.4851524403784424
lora_subset_topk_r8_k768,lora_topk,LoRA top-k r8 k768,8,768,,6,131072,0.508941650390625,0.5104225217364728
lora_subset_topk_r8_k768,lora_topk,LoRA top-k r8 k768,8,768,,7,131072,0.555023193359375,0.5449813902378082
lora_subset_topk_r8_k768,lora_topk,LoRA top-k r8 k768,8,768,,8,131072,0.6593780517578125,0.6157013038173318
lora_subset_topk_r8_k768,lora_topk,LoRA top-k r8 k768,8,768,,9,131072,0.7164688110351562,0.6739990329369903
lora_subset_topk_r8_k768,lora_topk,LoRA top-k r8 k768,8,768,,10,131072,0.7972946166992188,0.7593414448201656
lora_subset_topk_r8_k768,lora_topk,LoRA top-k r8 k768,8,768,,11,131072,0.8619003295898438,0.827790851239115
lora_subset_topk_r8_k1024,lora_topk,LoRA top-k r8 k1024,8,1024,,0,131072,0.13687896728515625,0.07681122023495845
lora_subset_topk_r8_k1024,lora_topk,LoRA top-k r8 k1024,8,1024,,1,131072,0.42794036865234375,0.4424942086916417
lora_subset_topk_r8_k1024,lora_topk,LoRA top-k r8 k1024,8,1024,,2,131072,0.4605865478515625,0.47719269385561347
lora_subset_topk_r8_k1024,lora_topk,LoRA top-k r8 k1024,8,1024,,3,131072,0.453857421875,0.48568649869412184
lora_subset_topk_r8_k1024,lora_topk,LoRA top-k r8 k1024,8,1024,,4,131072,0.4626007080078125,0.4979911861009896
lora_subset_topk_r8_k1024,lora_topk,LoRA top-k r8 k1024,8,1024,,5,131072,0.46431732177734375,0.5069656420964748
lora_subset_topk_r8_k1024,lora_topk,LoRA top-k r8 k1024,8,1024,,6,131072,0.5157928466796875,0.5253181539010257
lora_subset_topk_r8_k1024,lora_topk,LoRA top-k r8 k1024,8,1024,,7,131072,0.5615463256835938,0.5558876132126898
lora_subset_topk_r8_k1024,lora_topk,LoRA top-k r8 k1024,8,1024,,8,131072,0.663177490234375,0.6231628493405879
lora_subset_topk_r8_k1024,lora_topk,LoRA top-k r8 k1024,8,1024,,9,131072,0.7167282104492188,0.6806839108467102
lora_subset_topk_r8_k1024,lora_topk,LoRA top-k r8 k1024,8,1024,,10,131072,0.797271728515625,0.762527474667877
lora_subset_topk_r8_k1024,lora_topk,LoRA top-k r8 k1024,8,1024,,11,131072,0.86126708984375,0.8291153144091368
lora_subset_head_is_r8_k256_tail256,lora_head_is,LoRA head+IS r8 256+256,8,256,256,0,131072,0.4236907958984375,0.5113609356340021
lora_subset_head_is_r8_k256_tail256,lora_head_is,LoRA head+IS r8 256+256,8,256,256,1,131072,0.45098114013671875,0.4963653632439673
lora_subset_head_is_r8_k256_tail256,lora_head_is,LoRA head+IS r8 256+256,8,256,256,2,131072,0.46692657470703125,0.4978157060686499
lora_subset_head_is_r8_k256_tail256,lora_head_is,LoRA head+IS r8 256+256,8,256,256,3,131072,0.45641326904296875,0.4968505909200758
lora_subset_head_is_r8_k256_tail256,lora_head_is,LoRA head+IS r8 256+256,8,256,256,4,131072,0.44547271728515625,0.49528503604233265
lora_subset_head_is_r8_k256_tail256,lora_head_is,LoRA head+IS r8 256+256,8,256,256,5,131072,0.4580230712890625,0.4984527640044689
lora_subset_head_is_r8_k256_tail256,lora_head_is,LoRA head+IS r8 256+256,8,256,256,6,131072,0.5020599365234375,0.5108764709439129
lora_subset_head_is_r8_k256_tail256,lora_head_is,LoRA head+IS r8 256+256,8,256,256,7,131072,0.5330734252929688,0.5321899515110999
lora_subset_head_is_r8_k256_tail256,lora_head_is,LoRA head+IS r8 256+256,8,256,256,8,131072,0.615997314453125,0.5819473308511078
lora_subset_head_is_r8_k256_tail256,lora_head_is,LoRA head+IS r8 256+256,8,256,256,9,131072,0.66375732421875,0.6261024628765881
lora_subset_head_is_r8_k256_tail256,lora_head_is,LoRA head+IS r8 256+256,8,256,256,10,131072,0.7243804931640625,0.6776298643089831
lora_subset_head_is_r8_k256_tail256,lora_head_is,LoRA head+IS r8 256+256,8,256,256,11,131072,0.768585205078125,0.7218734864145517
lora_subset_head_is_r8_k512_tail512,lora_head_is,LoRA head+IS r8 512+512,8,512,512,0,131072,0.4062042236328125,0.502578744199127
lora_subset_head_is_r8_k512_tail512,lora_head_is,LoRA head+IS r8 512+512,8,512,512,1,131072,0.46103668212890625,0.503044132841751
lora_subset_head_is_r8_k512_tail512,lora_head_is,LoRA head+IS r8 512+512,8,512,512,2,131072,0.4735107421875,0.5118492145556957
lora_subset_head_is_r8_k512_tail512,lora_head_is,LoRA head+IS r8 512+512,8,512,512,3,131072,0.46439361572265625,0.511495215119794
lora_subset_head_is_r8_k512_tail512,lora_head_is,LoRA head+IS r8 512+512,8,512,512,4,131072,0.45635223388671875,0.5072868431452662
lora_subset_head_is_r8_k512_tail512,lora_head_is,LoRA head+IS r8 512+512,8,512,512,5,131072,0.45769500732421875,0.5074348503258079
lora_subset_head_is_r8_k512_tail512,lora_head_is,LoRA head+IS r8 512+512,8,512,512,6,131072,0.5083847045898438,0.5213562101125717
lora_subset_head_is_r8_k512_tail512,lora_head_is,LoRA head+IS r8 512+512,8,512,512,7,131072,0.542510986328125,0.5431366034317762
lora_subset_head_is_r8_k512_tail512,lora_head_is,LoRA head+IS r8 512+512,8,512,512,8,131072,0.62738037109375,0.5944534372538328
lora_subset_head_is_r8_k512_tail512,lora_head_is,LoRA head+IS r8 512+512,8,512,512,9,131072,0.6744308471679688,0.6392891025170684
lora_subset_head_is_r8_k512_tail512,lora_head_is,LoRA head+IS r8 512+512,8,512,512,10,131072,0.7358322143554688,0.6941162231378257
lora_subset_head_is_r8_k512_tail512,lora_head_is,LoRA head+IS r8 512+512,8,512,512,11,131072,0.7864990234375,0.7387954825535417
lora_subset_head_is_r8_k512_tail1024,lora_head_is,LoRA head+IS r8 512+1024,8,512,1024,0,131072,0.37754058837890625,0.4786048961104825
lora_subset_head_is_r8_k512_tail1024,lora_head_is,LoRA head+IS r8 512+1024,8,512,1024,1,131072,0.45124053955078125,0.49769592890515924
lora_subset_head_is_r8_k512_tail1024,lora_head_is,LoRA head+IS r8 512+1024,8,512,1024,2,131072,0.46926116943359375,0.5042625437490642
lora_subset_head_is_r8_k512_tail1024,lora_head_is,LoRA head+IS r8 512+1024,8,512,1024,3,131072,0.45406341552734375,0.5021888811606914
lora_subset_head_is_r8_k512_tail1024,lora_head_is,LoRA head+IS r8 512+1024,8,512,1024,4,131072,0.45201873779296875,0.5040412964299321
lora_subset_head_is_r8_k512_tail1024,lora_head_is,LoRA head+IS r8 512+1024,8,512,1024,5,131072,0.456024169921875,0.5032600446138531
lora_subset_head_is_r8_k512_tail1024,lora_head_is,LoRA head+IS r8 512+1024,8,512,1024,6,131072,0.50445556640625,0.5203781200107187
lora_subset_head_is_r8_k512_tail1024,lora_head_is,LoRA head+IS r8 512+1024,8,512,1024,7,131072,0.5387954711914062,0.5440383981913328
lora_subset_head_is_r8_k512_tail1024,lora_head_is,LoRA head+IS r8 512+1024,8,512,1024,8,131072,0.6320419311523438,0.5988678093999624
lora_subset_head_is_r8_k512_tail1024,lora_head_is,LoRA head+IS r8 512+1024,8,512,1024,9,131072,0.6784820556640625,0.6430641282349825
lora_subset_head_is_r8_k512_tail1024,lora_head_is,LoRA head+IS r8 512+1024,8,512,1024,10,131072,0.744659423828125,0.7036049040034413
lora_subset_head_is_r8_k512_tail1024,lora_head_is,LoRA head+IS r8 512+1024,8,512,1024,11,131072,0.799591064453125,0.7538513350300491
lora_subset_head_is_r8_k768_tail768,lora_head_is,LoRA head+IS r8 768+768,8,768,768,0,131072,0.4310150146484375,0.5163948128465563
lora_subset_head_is_r8_k768_tail768,lora_head_is,LoRA head+IS r8 768+768,8,768,768,1,131072,0.466705322265625,0.5056648291647434
lora_subset_head_is_r8_k768_tail768,lora_head_is,LoRA head+IS r8 768+768,8,768,768,2,131072,0.46692657470703125,0.5095253067556769
lora_subset_head_is_r8_k768_tail768,lora_head_is,LoRA head+IS r8 768+768,8,768,768,3,131072,0.4657440185546875,0.5100944621954113
lora_subset_head_is_r8_k768_tail768,lora_head_is,LoRA head+IS r8 768+768,8,768,768,4,131072,0.458953857421875,0.5061134416610003
lora_subset_head_is_r8_k768_tail768,lora_head_is,LoRA head+IS r8 768+768,8,768,768,5,131072,0.4659271240234375,0.5057090823538601
lora_subset_head_is_r8_k768_tail768,lora_head_is,LoRA head+IS r8 768+768,8,768,768,6,131072,0.5086593627929688,0.5197136029601097
lora_subset_head_is_r8_k768_tail768,lora_head_is,LoRA head+IS r8 768+768,8,768,768,7,131072,0.5435867309570312,0.5415870712604374
lora_subset_head_is_r8_k768_tail768,lora_head_is,LoRA head+IS r8 768+768,8,768,768,8,131072,0.6345977783203125,0.5983154377900064
lora_subset_head_is_r8_k768_tail768,lora_head_is,LoRA head+IS r8 768+768,8,768,768,9,131072,0.6807174682617188,0.6436195443384349
lora_subset_head_is_r8_k768_tail768,lora_head_is,LoRA head+IS r8 768+768,8,768,768,10,131072,0.748046875,0.7052551368251443
lora_subset_head_is_r8_k768_tail768,lora_head_is,LoRA head+IS r8 768+768,8,768,768,11,131072,0.79986572265625,0.7537857163697481
lora_subset_head_is_r8_k1024_tail512,lora_head_is,LoRA head+IS r8 1024+512,8,1024,512,0,131072,0.23087310791015625,0.3330497790593654
lora_subset_head_is_r8_k1024_tail512,lora_head_is,LoRA head+IS r8 1024+512,8,1024,512,1,131072,0.2924346923828125,0.38154221000149846
lora_subset_head_is_r8_k1024_tail512,lora_head_is,LoRA head+IS r8 1024+512,8,1024,512,2,131072,0.32262420654296875,0.3987930358853191
lora_subset_head_is_r8_k1024_tail512,lora_head_is,LoRA head+IS r8 1024+512,8,1024,512,3,131072,0.350677490234375,0.4119880748912692
lora_subset_head_is_r8_k1024_tail512,lora_head_is,LoRA head+IS r8 1024+512,8,1024,512,4,131072,0.3618011474609375,0.4169151361566037
lora_subset_head_is_r8_k1024_tail512,lora_head_is,LoRA head+IS r8 1024+512,8,1024,512,5,131072,0.370086669921875,0.4152122586965561
lora_subset_head_is_r8_k1024_tail512,lora_head_is,LoRA head+IS r8 1024+512,8,1024,512,6,131072,0.44214630126953125,0.4528221220243722
lora_subset_head_is_r8_k1024_tail512,lora_head_is,LoRA head+IS r8 1024+512,8,1024,512,7,131072,0.4872589111328125,0.4906631533522159
lora_subset_head_is_r8_k1024_tail512,lora_head_is,LoRA head+IS r8 1024+512,8,1024,512,8,131072,0.5918045043945312,0.5517067010514438
lora_subset_head_is_r8_k1024_tail512,lora_head_is,LoRA head+IS r8 1024+512,8,1024,512,9,131072,0.649993896484375,0.6115676960907876
lora_subset_head_is_r8_k1024_tail512,lora_head_is,LoRA head+IS r8 1024+512,8,1024,512,10,131072,0.7301864624023438,0.687400063034147
lora_subset_head_is_r8_k1024_tail512,lora_head_is,LoRA head+IS r8 1024+512,8,1024,512,11,131072,0.797332763671875,0.7545974836684763
lora_subset_head_is_r8_k1024_tail1024,lora_head_is,LoRA head+IS r8 1024+1024,8,1024,1024,0,131072,0.25396728515625,0.3939994847169146
lora_subset_head_is_r8_k1024_tail1024,lora_head_is,LoRA head+IS r8 1024+1024,8,1024,1024,1,131072,0.31525421142578125,0.3967453034128994
lora_subset_head_is_r8_k1024_tail1024,lora_head_is,LoRA head+IS r8 1024+1024,8,1024,1024,2,131072,0.363372802734375,0.4293602048419416
lora_subset_head_is_r8_k1024_tail1024,lora_head_is,LoRA head+IS r8 1024+1024,8,1024,1024,3,131072,0.37030029296875,0.43206024705432355
lora_subset_head_is_r8_k1024_tail1024,lora_head_is,LoRA head+IS r8 1024+1024,8,1024,1024,4,131072,0.37200164794921875,0.4333511416334659
lora_subset_head_is_r8_k1024_tail1024,lora_head_is,LoRA head+IS r8 1024+1024,8,1024,1024,5,131072,0.3853607177734375,0.4321220472920686
lora_subset_head_is_r8_k1024_tail1024,lora_head_is,LoRA head+IS r8 1024+1024,8,1024,1024,6,131072,0.45442962646484375,0.4696388302836567
lora_subset_head_is_r8_k1024_tail1024,lora_head_is,LoRA head+IS r8 1024+1024,8,1024,1024,7,131072,0.49786376953125,0.5001838749740273
lora_subset_head_is_r8_k1024_tail1024,lora_head_is,LoRA head+IS r8 1024+1024,8,1024,1024,8,131072,0.5936355590820312,0.555555734783411
lora_subset_head_is_r8_k1024_tail1024,lora_head_is,LoRA head+IS r8 1024+1024,8,1024,1024,9,131072,0.6484375,0.6127098128199577
lora_subset_head_is_r8_k1024_tail1024,lora_head_is,LoRA head+IS r8 1024+1024,8,1024,1024,10,131072,0.7311477661132812,0.685867318417877
lora_subset_head_is_r8_k1024_tail1024,lora_head_is,LoRA head+IS r8 1024+1024,8,1024,1024,11,131072,0.793212890625,0.7458572490140796
lora_kl_r16,lora_full,LoRA full-KL r16,16,,,0,131072,0.46848297119140625,0.515869150403887
lora_kl_r16,lora_full,LoRA full-KL r16,16,,,1,131072,0.48842620849609375,0.5388687229715288
lora_kl_r16,lora_full,LoRA full-KL r16,16,,,2,131072,0.49613189697265625,0.5429870670195669
lora_kl_r16,lora_full,LoRA full-KL r16,16,,,3,131072,0.49057769775390625,0.5447189421392977
lora_kl_r16,lora_full,LoRA full-KL r16,16,,,4,131072,0.49246978759765625,0.5437492439523339
lora_kl_r16,lora_full,LoRA full-KL r16,16,,,5,131072,0.506256103515625,0.5502243121154606
lora_kl_r16,lora_full,LoRA full-KL r16,16,,,6,131072,0.5531082153320312,0.5669540516100824
lora_kl_r16,lora_full,LoRA full-KL r16,16,,,7,131072,0.5967330932617188,0.5896858256310225
lora_kl_r16,lora_full,LoRA full-KL r16,16,,,8,131072,0.687530517578125,0.6477501001209021
lora_kl_r16,lora_full,LoRA full-KL r16,16,,,9,131072,0.7349014282226562,0.696568307466805
lora_kl_r16,lora_full,LoRA full-KL r16,16,,,10,131072,0.8019638061523438,0.7677604844793677
lora_kl_r16,lora_full,LoRA full-KL r16,16,,,11,131072,0.8679428100585938,0.834601609967649
lora_subset_topk_r16_k256,lora_topk,LoRA top-k r16 k256,16,256,,0,131072,0.000335693359375,0.005347442728634633
lora_subset_topk_r16_k256,lora_topk,LoRA top-k r16 k256,16,256,,1,131072,0.30865478515625,0.27524109242949635
lora_subset_topk_r16_k256,lora_topk,LoRA top-k r16 k256,16,256,,2,131072,0.335479736328125,0.3136337355244905
lora_subset_topk_r16_k256,lora_topk,LoRA top-k r16 k256,16,256,,3,131072,0.38399505615234375,0.3403419543756172
lora_subset_topk_r16_k256,lora_topk,LoRA top-k r16 k256,16,256,,4,131072,0.38983917236328125,0.3625419690506533
lora_subset_topk_r16_k256,lora_topk,LoRA top-k r16 k256,16,256,,5,131072,0.45119476318359375,0.4234840467106551
lora_subset_topk_r16_k256,lora_topk,LoRA top-k r16 k256,16,256,,6,131072,0.5268020629882812,0.4947341987863183
lora_subset_topk_r16_k256,lora_topk,LoRA top-k r16 k256,16,256,,7,131072,0.5804214477539062,0.5396583627443761
lora_subset_topk_r16_k256,lora_topk,LoRA top-k r16 k256,16,256,,8,131072,0.6769485473632812,0.6141517707146704
lora_subset_topk_r16_k256,lora_topk,LoRA top-k r16 k256,16,256,,9,131072,0.7308807373046875,0.6771728629246354
lora_subset_topk_r16_k256,lora_topk,LoRA top-k r16 k256,16,256,,10,131072,0.8047332763671875,0.7627464458346367
